ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ISO
64963,Kuncho Kunchev,M,20.0,175.0,57.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,BGR
68993,Petar Lesov,M,19.0,168.0,50.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Flyweight,Gold,BGR
68994,Yordan Lesov,M,20.0,160.0,60.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,,BGR
71858,Bozhil Naydenov Lozanov,M,22.0,208.0,133.0,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,,BGR
74042,Georgi L. Malezanov,M,25.0,,,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Featherweight,,BGR
75190,Lyubomir I. Markov,M,24.0,,,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Lightweight,,BGR
79637,Ivan Mikhaylov,M,23.0,164.0,60.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,Bronze,BGR
79637,Ivan Mikhaylov,M,27.0,164.0,60.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,BGR
80489,Aleksandar Dimitrov Mitsev,M,25.0,173.0,63.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,,BGR
80490,Mikhail Dimitrov Mitsev,M,23.0,160.0,54.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Bantamweight,,BGR
80491,Shishman Dimitrov Mitsev,M,23.0,174.0,67.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,BGR
80675,Yuri Mladenov,M,23.0,171.0,57.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,,BGR
83716,Ismail Mustafov (-Ivaylo Marinov) Huseinov (-Khristov),M,20.0,162.0,50.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Flyweight,Bronze,BGR
83716,Ismail Mustafov (-Ivaylo Marinov) Huseinov (-Khristov),M,28.0,162.0,50.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,Gold,BGR
86284,Aleksandar D. Nikolov,M,24.0,182.0,81.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Bronze,BGR
86287,Asen Nikolov,M,21.0,160.0,48.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,,BGR
86288,Boris Georgiev Nikolov,M,23.0,,,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Middleweight,Bronze,BGR
86288,Boris Georgiev Nikolov,M,27.0,,,Bulgaria,BUL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,,BGR
90974,Stefan A. Panayotov,M,23.0,158.0,51.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,,BGR
91019,Kiril Borisov Pandov,M,21.0,196.0,90.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,,BGR
91019,Kiril Borisov Pandov,M,25.0,196.0,90.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,,BGR
91246,Vasil Paparizov,M,26.0,178.0,75.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,,BGR
93725,Rumen Peshev,M,21.0,170.0,57.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,,BGR
93984,Stoyan Petkov,M,25.0,159.0,54.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Bantamweight,,BGR
94144,Stanimira Petrova,F,25.0,170.0,51.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,,BGR
94145,Stoyka Zhelyazkova Petrova,F,26.0,163.0,51.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,,BGR
94869,Stoyan Angelov Pilichev,M,25.0,177.0,62.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,,BGR
94869,Stoyan Angelov Pilichev,M,29.0,177.0,62.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,BGR
97489,Kubrat Venkov Pulev,M,27.0,194.0,101.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Super-Heavyweight,,BGR
97490,Tervel Venkov Pulev,M,29.0,189.0,91.0,Bulgaria,BUL,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Heavyweight,Bronze,BGR
98129,Aleksandar Radev,M,20.0,162.0,54.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,,BGR
103100,Sergey Rozhnov,M,22.0,189.0,101.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,,BGR
103574,Svilen Alidov Rusinov,M,24.0,190.0,91.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,,BGR
103574,Svilen Alidov Rusinov,M,28.0,190.0,91.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,Bronze,BGR
104741,Salim Basriev Salimov,M,22.0,169.0,48.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Flyweight,,BGR
105709,Atanas Sapundzhiev,M,22.0,186.0,93.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Heavyweight,,BGR
105709,Atanas Sapundzhiev,M,26.0,186.0,93.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Heavyweight,,BGR
106311,Nikola Savov,M,26.0,164.0,54.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Bantamweight,,BGR
110033,Dimitar Panayotov Shtilyanov,M,28.0,177.0,60.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Lightweight,,BGR
113695,Petar Stankov Spasov,M,18.0,180.0,81.0,Bulgaria,BUL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,,BGR
113695,Petar Stankov Spasov,M,26.0,180.0,81.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,,BGR
114275,Nayden Stanchev,M,23.0,172.0,70.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Middleweight,,BGR
114275,Nayden Stanchev,M,27.0,172.0,70.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,,BGR
114344,Georgi Stankov,M,25.0,186.0,81.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Heavyweight,Bronze,BGR
114344,Georgi Stankov,M,29.0,186.0,81.0,Bulgaria,BUL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Heavyweight,,BGR
114676,Zhelyu Stefanov,M,25.0,183.0,71.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,,BGR
115374,Dimitar Velinov Stoilov,M,29.0,175.0,60.0,Bulgaria,BUL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Lightweight,,BGR
115375,Georgi Stoimenov,M,24.0,174.0,80.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Heavyweight,,BGR
115376,Petar Stoimenov,M,20.0,189.0,100.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Heavyweight,,BGR
115376,Petar Stoimenov,M,28.0,189.0,100.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,,BGR
115556,Angel Metodiev Stoyanov,M,21.0,180.0,75.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,BGR
115583,Petar Stoychev,M,22.0,174.0,66.0,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,,BGR
115812,Yuliyan Mikhaylov Strogov,M,20.0,170.0,53.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,,BGR
115812,Yuliyan Mikhaylov Strogov,M,24.0,170.0,53.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Flyweight,,BGR
116674,Radoslav Suslekov,M,22.0,177.0,65.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,,BGR
120683,Serafim Simeonov Todorov,M,19.0,178.0,60.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,,BGR
120683,Serafim Simeonov Todorov,M,23.0,178.0,60.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Bantamweight,,BGR
120683,Serafim Simeonov Todorov,M,27.0,178.0,60.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,Silver,BGR
121018,Toncho Dimitrov Tonchev,M,19.0,170.0,61.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,BGR
121018,Toncho Dimitrov Tonchev,M,23.0,170.0,61.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Lightweight,Silver,BGR
121818,Stefan Georgiev Trendafilov,M,21.0,183.0,75.0,Bulgaria,BUL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,,BGR
122433,Tsvetan Tsvetkov,M,22.0,176.0,60.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Lightweight,,BGR
123536,Dmitry Usagin,M,22.0,184.0,71.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,,BGR
132599,Plamen Yankov,M,21.0,180.0,67.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,,BGR
132599,Plamen Yankov,M,25.0,180.0,67.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,,BGR
66,Mohamed Abakkar,M,,156.0,48.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,,SDN
178,Sayed Abdel Gadir,M,23.0,180.0,56.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,,SDN
178,Sayed Abdel Gadir,M,32.0,180.0,56.0,Sudan,SUD,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,SDN
189,Hwad Ibrahim Abdel Hamid Lumomba,M,,162.0,57.0,Sudan,SUD,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,,SDN
333,Abdel Wahab Abdullah Salih,M,,190.0,75.0,Sudan,SUD,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,,SDN
333,Abdel Wahab Abdullah Salih,M,,190.0,75.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,,SDN
1704,Alego Akomi,M,,,,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Flyweight,,SDN
4441,Peter Anok Kabeni,M,,164.0,54.0,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,SDN
34005,Mohamed Faragalla,M,21.0,184.0,65.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,SDN
45315,Mohamed Miskin Hammad,M,25.0,180.0,99.0,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,,SDN
74829,Kasamiro Kashri Marchlo,M,,151.0,60.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,SDN
75000,Augustino Marial,M,,,,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,SDN
80281,John Michel Mirona,M,,162.0,57.0,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,SDN
83206,Timsah Okalo Mulwal,M,,172.0,63.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,,SDN
92900,Tobi Pelly Obanio,M,,172.0,60.0,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Featherweight,,SDN
92900,Tobi Pelly Obanio,M,,172.0,60.0,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,SDN
98561,Abdullah Ramadan Suliman,M,21.0,180.0,71.0,Sudan,SUD,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,SDN
101184,Mirgaani Gomaa Rizgalla,M,,160.0,67.0,Sudan,SUD,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,SDN
101185,Mohamed Rizgalla,M,17.0,173.0,63.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,,SDN
109962,Abock Shoak,M,,,,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,,SDN
77,Antoine Abang,M,27.0,166.0,75.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,CMR
262,Yhyacinthe Mewoli Abdon,M,26.0,176.0,60.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,,CMR
959,Christian Donfack Adjoufack,M,28.0,175.0,80.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,CMR
1318,Joseph Ahanda,M,20.0,160.0,54.0,Cameroon,CMR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,,CMR
3351,Serge Ambomo,M,26.0,,,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,,CMR
5771,Ernest Atangana Mboa,M,25.0,168.0,67.0,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Welterweight,,CMR
8496,Jean Bassomben,M,29.0,182.0,86.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Heavyweight,,CMR
10979,Joseph Bessala,M,27.0,165.0,67.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,Silver,CMR
11457,Sakio Bika Mbah,M,21.0,182.0,71.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,,CMR
12609,Inoua Bodia,M,20.0,166.0,57.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,CMR
13107,Jean-Paul Bonatou,M,22.0,175.0,60.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,CMR
29369,Ernest Dong,M,26.0,175.0,63.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,,CMR
32428,Emmanuel Eloundou,M,24.0,167.0,57.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,CMR
33275,Thomas Essomba,M,20.0,169.0,48.0,Cameroon,CMR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,,CMR
33275,Thomas Essomba,M,24.0,169.0,48.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,,CMR
36471,Simplice Fotsala,M,27.0,154.0,49.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,,CMR
57051,Paul L. Kamela Fogang,M,18.0,180.0,75.0,Cameroon,CMR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Welterweight,,CMR
57051,Paul L. Kamela Fogang,M,22.0,180.0,75.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,,CMR
57051,Paul L. Kamela Fogang,M,26.0,180.0,75.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,,CMR
62366,Elvis Konamegui,M,23.0,155.0,57.0,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,,CMR
77024,Franois Mayo,M,21.0,185.0,71.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,,CMR
77197,Jean-Pierre Mbereke-Baban,M,20.0,172.0,64.0,Cameroon,CMR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,,CMR
77197,Jean-Pierre Mbereke-Baban,M,24.0,172.0,64.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,,CMR
77206,Paul Mbongo,M,25.0,175.0,81.0,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,,CMR
78460,Pierre Claver Mella,M,22.0,,71.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,CMR
78636,Blaise Yepmou Mendouo,M,27.0,183.0,92.0,Cameroon,CMR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Super-Heavyweight,,CMR
83001,Joseph Mulema,M,25.0,178.0,69.0,Cameroon,CMR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Welterweight,,CMR
84477,Jean-Paul Nanga-Ntsah,M,25.0,180.0,81.0,Cameroon,CMR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Heavyweight,,CMR
84477,Jean-Paul Nanga-Ntsah,M,29.0,180.0,81.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Heavyweight,,CMR
84883,Hassan N'Dam N'Jikam,M,20.0,182.0,75.0,Cameroon,CMR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Middleweight,,CMR
84883,Hassan N'Dam N'Jikam,M,32.0,182.0,75.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,,CMR
84903,Martin N'Dongo Ebanga,M,18.0,165.0,64.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,Bronze,CMR
84903,Martin N'Dongo Ebanga,M,22.0,165.0,64.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,CMR
85666,Georges-Claude Ngangue,M,25.0,,67.0,Cameroon,CMR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,,CMR
85694,Herman Ngoudjo,M,21.0,170.0,54.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,,CMR
88652,David Oleme,M,20.0,168.0,54.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,,CMR
109024,Dieudonn Wilfred Seyi Ntsengue,M,18.0,183.0,75.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,,CMR
112037,Mahaman Smaila,M,22.0,178.0,64.0,Cameroon,CMR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,,CMR
112037,Mahaman Smaila,M,30.0,178.0,64.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,,CMR
117956,Armand Carlos Netsing Takam,M,23.0,185.0,98.0,Cameroon,CMR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,,CMR
120278,Bertrand Tietsia,M,23.0,172.0,75.0,Cameroon,CMR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,,CMR
132424,Pierre Celestin Yana,M,26.0,184.0,81.0,Cameroon,CMR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,,CMR
79,Carlos Abarca Gonzlez,M,23.0,,,Chile,CHI,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Featherweight,,CHL
4823,Ricardo Anibal Araneda Aviles,M,21.0,186.0,75.0,Chile,CHI,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,,CHL
4823,Ricardo Anibal Araneda Aviles,M,25.0,186.0,75.0,Chile,CHI,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Middleweight,,CHL
8118,Claudio Barrientos Negrn,M,21.0,,,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,Bronze,CHL
11443,Victor Bignon Guzman,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,,CHL
13609,Juan Honorio Brquez Legue,M,21.0,168.0,70.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,,CHL
23088,Alfredo Cornejo,M,27.0,171.0,67.0,Chile,CHI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,,CHL
23090,Eduardo Cornejo Diaz,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,,CHL
23163,Luis Correa Maurelios,M,26.0,,,Chile,CHI,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Light-Heavyweight,,CHL
28260,Jorge Daz Hernndez,M,,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Lightweight,,CHL
28270,Juan D. Daz,M,25.0,170.0,57.0,Chile,CHI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Featherweight,,CHL
40128,Enrique Giaverini,M,27.0,,,Chile,CHI,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Welterweight,,CHL
41492,Celestino Gonzlez Henrquez,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Bantamweight,,CHL
41505,Enrique Gonzlez,M,23.0,176.0,66.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,,CHL
41581,Luis Gonzlez,M,19.0,168.0,67.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,,CHL
69881,Carlos Lillo,M,20.0,,,Chile,CHI,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Lightweight,,CHL
70898,Humberto Elas Loayza Veas,M,22.0,,,Chile,CHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,,CHL
71367,Guillermo Lpez,M,21.0,,,Chile,CHI,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Flyweight,,CHL
71992,Carlos Lucas Manrquez,M,26.0,168.0,75.0,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,Bronze,CHL
71992,Carlos Lucas Manrquez,M,30.0,168.0,75.0,Chile,CHI,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,,CHL
78069,Julio Medina,M,24.0,172.0,67.0,Chile,CHI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,CHL
81147,Mario Molina,M,19.0,172.0,57.0,Chile,CHI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,,CHL
83336,Luis Muoz,M,21.0,168.0,60.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Lightweight,,CHL
88368,Sergio Ojeda Dren,M,22.0,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Light-Heavyweight,,CHL
101864,Zorobabel Rodrguez Rodrguez,M,22.0,,,Chile,CHI,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Lightweight,,CHL
104748,Guillermo Salinas,M,26.0,178.0,75.0,Chile,CHI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,,CHL
105230,Osvaldo Snchez Martnez,M,17.0,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Bantamweight,,CHL
118538,Ramn Tapia Zapata,M,24.0,,,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Middleweight,Silver,CHL
122817,Jos Turra Rivera,M,,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Flyweight,,CHL
123546,Carlos Usaveaga,M,,,,Chile,CHI,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,,CHL
125300,Martn Adolfo Vargas Fuentes,M,17.0,156.0,51.0,Chile,CHI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Flyweight,,CHL
125722,Guillermo Velsquez,M,23.0,156.0,54.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Bantamweight,,CHL
125723,Hctor Juan Velsquez Vera,M,20.0,154.0,48.0,Chile,CHI,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,,CHL
125998,Jos Vergara,M,20.0,,,Chile,CHI,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Bantamweight,,CHL
126382,Manuel Vidella Castillo,M,,,,Chile,CHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Featherweight,,CHL
126689,Misael Vilugrn Carrasco,M,26.0,172.0,75.0,Chile,CHI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,,CHL
126689,Misael Vilugrn Carrasco,M,30.0,172.0,75.0,Chile,CHI,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,CHL
135436,Luis Zuiga,M,25.0,167.0,60.0,Chile,CHI,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,,CHL
101,Adeyemi Abayomi,M,25.0,170.0,51.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,NGA
899,Adewale Adegbusi,M,30.0,,67.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,,NGA
934,Adeoye Adetunji,M,22.0,174.0,71.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Middleweight,,NGA
1548,Efe Ajagba,M,22.0,190.0,,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,,NGA
1562,Olusegun Ajose,M,20.0,165.0,63.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,,NGA
