ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,ISO
43380,Jzef Grzesiak,M,23.0,182.0,75.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Middleweight,Bronze,POL
44195,Piotr Gutman,M,23.0,163.0,58.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,,POL
53058,Grzegorz Jaboski,M,22.0,168.0,57.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,POL
53060,Tomasz Jaboski,M,27.0,178.0,85.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,,POL
53435,Igor Pawe Jakubowski,M,23.0,184.0,91.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,,POL
54151,Wadysaw Jdrzejewski,M,25.0,188.0,95.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Heavyweight,,POL
54151,Wadysaw Jdrzejewski,M,29.0,188.0,95.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Heavyweight,,POL
56553,Rafa Kaczor,M,26.0,166.0,51.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Flyweight,,POL
56763,Pawe Kakietek,M,25.0,184.0,74.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,,POL
57896,Janusz Kasperczak,M,20.0,,,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,POL
57903,Marian Krzysztof Kasprzyk,M,20.0,169.0,69.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Welterweight,Bronze,POL
57903,Marian Krzysztof Kasprzyk,M,25.0,169.0,69.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Welterweight,Gold,POL
57903,Marian Krzysztof Kasprzyk,M,29.0,169.0,69.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Welterweight,,POL
59556,Zbigniew Kicka,M,26.0,172.0,67.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Welterweight,,POL
59651,Grzegorz Kiesa,M,30.0,190.0,99.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,,POL
62150,Antoni Kolczyski,M,30.0,174.0,73.0,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Middleweight,,POL
62372,Tomasz Konarzewski,M,19.0,181.0,84.0,Poland,POL,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Heavyweight,,POL
62964,Krzysztof Kazimierz Kosedowski,M,19.0,169.0,57.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,Bronze,POL
62965,Leszek Marian Kosedowski,M,22.0,174.0,60.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Featherweight,Bronze,POL
63903,Jerzy Krawczyk,M,23.0,173.0,62.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,,POL
64664,"Lech Stanisaw ""Leszek"" Kudacik",M,22.0,,,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Welterweight,,POL
64770,Henryk Jerzy Kukier,M,22.0,157.0,52.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,,POL
64770,Henryk Jerzy Kukier,M,26.0,157.0,52.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Flyweight,,POL
64770,Henryk Jerzy Kukier,M,30.0,157.0,52.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Flyweight,,POL
64815,Jerzy Zdzisaw Kulej,M,23.0,167.0,66.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Welterweight,Gold,POL
64815,Jerzy Zdzisaw Kulej,M,27.0,167.0,66.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Welterweight,Gold,POL
65348,Aleksy Kuziemski,M,27.0,180.0,81.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,,POL
69692,Andrzej Liczik,M,27.0,169.0,54.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Bantamweight,,POL
73739,Walter Witold Majchrzycki,M,19.0,,,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Lightweight,,POL
76314,ukasz Adam Maszczyk,M,23.0,166.0,50.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,,POL
77163,Wiesaw Mayszko,M,21.0,177.0,67.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,,POL
79355,Karolina Michalczuk,F,32.0,164.0,51.0,Poland,POL,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,,POL
79811,Zygmunt Milewski,M,22.0,,,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Lightweight,,POL
82728,Andrzej Mode,M,26.0,175.0,63.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,POL
85932,Henryk Wadysaw Niedwiedzki,M,19.0,168.0,60.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Bantamweight,,POL
85932,Henryk Wadysaw Niedwiedzki,M,23.0,168.0,60.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Featherweight,Bronze,POL
87202,Eugeniusz Bronisaw Nowak,M,28.0,172.0,72.0,Poland,POL,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Middleweight,,POL
87214,Tomasz Wiktor Nowak,M,28.0,171.0,57.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,POL
87227,Henryk Nowara,M,28.0,181.0,75.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Middleweight,,POL
88640,Artur Olech,M,24.0,160.0,51.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Flyweight,Silver,POL
88640,Artur Olech,M,28.0,160.0,51.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Flyweight,Silver,POL
88996,Leszek Olszewski,M,23.0,166.0,51.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Flyweight,,POL
91908,Ryszard Pasiewicz,M,21.0,174.0,75.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Middleweight,,POL
92452,Kazimierz Sylwester Padzior,M,25.0,171.0,59.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Lightweight,Gold,POL
94051,Henryk Petrich,M,29.0,185.0,81.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Heavyweight,Bronze,POL
94674,Henryk Pielesiak,M,24.0,162.0,50.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Flyweight,,POL
94735,Krzysztof Pierwieniecki,M,20.0,171.0,61.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Welterweight,,POL
94778,Zbigniew Pietrzykowski,M,22.0,181.0,81.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Middleweight,Bronze,POL
94778,Zbigniew Pietrzykowski,M,25.0,181.0,81.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,Silver,POL
94778,Zbigniew Pietrzykowski,M,30.0,181.0,81.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Light-Heavyweight,Bronze,POL
95078,Zbigniew Stanisaw Pirkowski,M,27.0,183.0,75.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Middleweight,,POL
95186,Jzef Pisarski,M,23.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Welterweight,,POL
95306,Stanisaw Piat,M,27.0,189.0,96.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Heavyweight,,POL
95942,Aleksander Jzef Polus,M,22.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Featherweight,,POL
100112,Jzef Marek Reszpondek,M,21.0,168.0,53.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Bantamweight,,POL
102093,Krzysztof Jan Rojek,M,20.0,186.0,90.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Heavyweight,,POL
103089,Roman Roek,M,30.0,158.0,51.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,,POL
103277,Wiesaw Ksawery Rudkowski,M,21.0,180.0,71.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,,POL
103277,Wiesaw Ksawery Rudkowski,M,25.0,180.0,71.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Middleweight,Silver,POL
103830,Jerzy Rybicki,M,23.0,179.0,70.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,Gold,POL
103830,Jerzy Rybicki,M,27.0,179.0,70.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Middleweight,Bronze,POL
103929,Andrzej Rany,M,19.0,164.0,51.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Flyweight,,POL
103929,Andrzej Rany,M,27.0,164.0,51.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Flyweight,,POL
103929,Andrzej Rany,M,31.0,164.0,51.0,Poland,POL,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Flyweight,,POL
111817,Grzegorz Skrzecz,M,22.0,186.0,90.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Heavyweight,,POL
111818,Pawe Skrzecz,M,22.0,182.0,82.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Light-Heavyweight,Silver,POL
111821,Hubert Zenon Skrzypczak,M,25.0,157.0,51.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Flyweight,Bronze,POL
112534,Dariusz Snarski,M,23.0,169.0,60.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,POL
112579,Jerzy Snoppek,M,24.0,,,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Middleweight,,POL
112649,Edmund Sobkowiak,M,22.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Flyweight,,POL
114037,Henryk Antoni rednicki,M,21.0,160.0,51.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Flyweight,,POL
114037,Henryk Antoni rednicki,M,25.0,160.0,51.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Flyweight,,POL
114127,Witold Stachurski,M,21.0,176.0,71.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,,POL
114127,Witold Stachurski,M,25.0,176.0,71.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Middleweight,,POL
114550,Alfons Andrzej Stawski,M,27.0,171.0,67.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,POL
114664,Zenon Stefaniuk,M,26.0,,,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Bantamweight,,POL
117163,Adam Jzef witek,M,22.0,,,Poland,POL,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Welterweight,,POL
117425,Jan Antoni Szczepaski,M,32.0,170.0,63.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,Gold,POL
117428,Kazimierz Wiesaw Szczerba,M,22.0,177.0,63.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Welterweight,Bronze,POL
117428,Kazimierz Wiesaw Szczerba,M,26.0,177.0,63.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,Bronze,POL
117668,Franciszek Szymura,M,35.0,181.0,80.0,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,,POL
120921,Ryszard Tomczyk,M,22.0,168.0,57.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,,POL
121797,Lucjan Trela,M,26.0,172.0,86.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,,POL
127812,Jan Wadas,M,24.0,164.0,58.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,,POL
128022,Tadeusz Walasek,M,20.0,176.0,76.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,,POL
128022,Tadeusz Walasek,M,24.0,176.0,76.0,Poland,POL,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,Silver,POL
128022,Tadeusz Walasek,M,28.0,176.0,76.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Middleweight,Bronze,POL
131244,Andrzej Wojciechowski,M,23.0,185.0,78.0,Poland,POL,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Light-Heavyweight,,POL
134017,Janusz Zarenkiewicz,M,29.0,188.0,91.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Super-Heavyweight,Bronze,POL
814,Edward Adams,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Featherweight,,GBR
816,"Frederick Thomas ""Fred"" Adams",M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Featherweight,,GBR
832,Nicola Virginia Adams,F,29.0,164.0,51.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Flyweight,Gold,GBR
832,Nicola Virginia Adams,F,33.0,164.0,51.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold,GBR
880,Roy Addison,M,21.0,177.0,75.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Middleweight,,GBR
1686,Henry Adetokunboh Akinwande,M,22.0,196.0,91.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,,GBR
2692,Muhammad Ali,M,20.0,173.0,52.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,,GBR
3807,"David ""Dave"" Anderson",M,22.0,173.0,57.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Featherweight,,GBR
5545,Qais Dad Ashfaq,M,23.0,170.0,56.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,,GBR
7730,"Albert Oliver ""Alf"" Barber",M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Bantamweight,,GBR
7947,"Albert Richard ""Alf"" Barnes",M,23.0,163.0,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Bantamweight,,GBR
8421,"Joseph J. ""Johnny"" Basham",M,,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Welterweight,,GBR
9102,Arthur Henry Beavis,M,,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Featherweight,,GBR
12073,Eric John Blake,M,22.0,177.0,71.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Light-Middleweight,,GBR
14272,"Daniel ""Dan"" Bowling",M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Bantamweight,,GBR
14636,Peter Brander,M,,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Featherweight,,GBR
15007,Harold Brewer,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Heavyweight,,GBR
15532,Hugh Brown,M,26.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Light-Heavyweight,,GBR
15967,Joshua Buatsi,M,23.0,185.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,Bronze,GBR
16604,David Burke,M,21.0,175.0,57.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Featherweight,,GBR
17732,Luke Campbell,M,24.0,175.0,,Great Britain,GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Gold,GBR
18223,Adrian David Carew-Dodson,M,21.0,178.0,65.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Welterweight,,GBR
18451,Henry Francis Carpenter,M,22.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Flyweight,,GBR
18473,Brian Carr,M,23.0,172.0,57.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Featherweight,,GBR
18654,"Michael ""Micky"" Carter",M,19.0,170.0,54.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Bantamweight,,GBR
19045,"James ""Jim"" Cater",M,17.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Featherweight,,GBR
20538,"John William ""Johnny"" Cheshire",M,21.0,170.0,57.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Featherweight,,GBR
20747,William H. Childs,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Middleweight,,GBR
22051,Arthur John Clifton,M,26.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Heavyweight,,GBR
22061,"Patrick ""Pat"" Clinton",M,20.0,163.0,51.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,,GBR
22334,Neville Cole,M,20.0,173.0,60.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Lightweight,,GBR
22639,"John ""Johnny"" Condon",M,19.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Bantamweight,Silver,GBR
22938,Henry William Cooper,M,18.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Heavyweight,,GBR
22952,"Ronald Dennis ""Ron"" Cooper",M,20.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Lightweight,,GBR
23045,"Joseph ""Joe"" Cordina",M,24.0,175.0,61.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,,GBR
23476,John Courtis,M,21.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Light-Heavyweight,,GBR
23563,"Patrick ""Pat"" Cowdell",M,22.0,143.0,54.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,Bronze,GBR
24455,William Cuthbertson,M,17.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Flyweight,Bronze,GBR
25641,"Robert ""Robbie"" Davies",M,26.0,175.0,71.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,,GBR
26976,William J. Dees,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Middleweight,,GBR
26996,James Frederick DeGale,M,22.0,183.0,76.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Middleweight,Gold,GBR
27936,"Michael ""Mike"" Deveney",M,22.0,165.0,54.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,,GBR
28364,"Alexander ""Alex"" Dickson",M,21.0,177.0,60.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Lightweight,,GBR
28669,Harry Dingley,M,21.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Featherweight,,GBR
29697,John William Henry Tyler Douglas,M,25.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Middleweight,Gold,GBR
29708,"Roderick ""Rod"" Douglas",M,19.0,178.0,71.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,,GBR
29745,"Francis Sidney ""Frank"" Dove",M,22.0,175.0,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Heavyweight,,GBR
29773,"David William ""Dai"" Dower",M,19.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Flyweight,,GBR
30680,Harry T. Dunn,M,,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Welterweight,,GBR
30703,"James ""Jimmy"" Dunne",M,23.0,165.0,57.0,Great Britain,GBR,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Lightweight,,GBR
31494,Mark Anthony Edwards,M,28.0,178.0,76.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Middleweight,,GBR
32341,"John ""Jack"" Elliott",M,22.0,,,Great Britain,GBR,1924 Summer,1924,Summer,Paris,Boxing,Boxing Men's Middleweight,Silver,GBR
32347,Mark Conrad Elliott,M,22.0,173.0,63.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Welterweight,,GBR
32781,Mark A. Epton,M,22.0,163.0,48.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Flyweight,,GBR
33442,"Freddie William ""Fred"" Evans",M,21.0,180.0,78.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Welterweight,Silver,GBR
33469,Ralph Evans,M,18.0,159.0,48.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Light-Flyweight,Bronze,GBR
33472,"Sidney Clifton Horace ""Sid"" Evans",M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Heavyweight,Silver,GBR
34373,Edward A. Fearman,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Lightweight,,GBR
34431,Patrick Fee,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Lightweight,,GBR
35434,"Christopher Martin ""Chris"" Finnegan",M,24.0,183.0,75.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Middleweight,Gold,GBR
35589,"William ""Willie"" Fisher",M,20.0,177.0,71.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Boxing,Boxing Men's Light-Middleweight,Bronze,GBR
36414,Bernard Foster,M,20.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Light-Middleweight,,GBR
36546,Antony John Fowler,M,25.0,179.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,,GBR
36793,"Harold ""Harry"" Franks",M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Light-Heavyweight,Bronze,GBR
37350,"Joseph Michael ""Joey"" Frost",M,20.0,175.0,67.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Welterweight,,GBR
37367,Courtney Jason Fry,M,25.0,187.0,81.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,,GBR
38763,Jack Leonard Gardner,M,21.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,,GBR
38794,"Nicolo ""Nicky"" Gargano",M,22.0,,,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,Bronze,GBR
38816,"John ""Jack"" Garland",M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Bantamweight,,GBR
40274,George Gilbody,M,25.0,170.0,60.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Lightweight,,GBR
40275,"Raymond ""Ray"" Gilbody",M,20.0,156.0,54.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Bantamweight,,GBR
40400,James Gilmour,M,,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Lightweight,,GBR
41693,"Terence J. ""Terry"" Gooding",M,21.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Middleweight,,GBR
42135,"Joseph William ""Joe"" Goyder",M,20.0,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Heavyweight,,GBR
42190,"Frederick ""Fred"" Grace",M,24.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Lightweight,Gold,GBR
42190,"Frederick ""Fred"" Grace",M,36.0,,,Great Britain,GBR,1920 Summer,1920,Summer,Antwerpen,Boxing,Boxing Men's Lightweight,,GBR
42858,"Thomas James ""Tommy"" Griffin",M,23.0,180.0,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,,GBR
42879,"David ""Dave"" Griffiths",M,20.0,175.0,64.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Welterweight,,GBR
43911,Richard Kenneth Gunn,M,37.0,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Featherweight,Gold,GBR
45605,Peter Joseph Hanlon,M,21.0,175.0,57.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Featherweight,,GBR
46195,Audley Hugh Harrison,M,28.0,198.0,110.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Super-Heavyweight,Gold,GBR
46987,"Edgar William ""Eddie"" Hearn",M,23.0,,,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Boxing,Boxing Men's Heavyweight,,GBR
49495,Harold Holmes,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Boxing,Boxing Men's Lightweight,,GBR
49836,Maurice Hope,M,20.0,175.0,67.0,Great Britain,GBR,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,GBR
50879,"Michael ""Mickey"" Hughes",M,22.0,178.0,67.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Welterweight,,GBR
